primary_employer_name,alias_name,alias_type,usage_count
"REHAB SPECIALISTS CALIFORNIA, LLC",CONSONUS HEALTHCARE,TRADE_NAME_DBA,1
ELEVATED MATERIALS MANAGEMENT LLC,ELEVATED,TRADE_NAME_DBA,1
IFG CORP,INNOVATIVE FITNESS GROUP,TRADE_NAME_DBA,1
"IEM STUDENT EXCHANGE, INC",IEM EXCHANGE,TRADE_NAME_DBA,1
"MACLACHLAN CORNELIUS & FILONI, INC",MCF ARCHITECTURE,TRADE_NAME_DBA,1
JACOBSON DENTAL CORPORATION,D/B/A CHILDREN'S CHOICE PEDIATRIC DENTAL,TRADE_NAME_DBA,1
REIWATAKIYA BOS LLC,REIWATAKIYA,TRADE_NAME_DBA,1
UNITEDSTARS INTERNATIONAL LTD,USITRIP.COM,TRADE_NAME_DBA,1
"MULE MEDIA, INC",DIGITAL MULES,TRADE_NAME_DBA,1
ST. ALEXIUS MEDICAL CENTER,CHI ST. ALEXIUS HEALTH TURTLE LAKE,TRADE_NAME_DBA,1
EVERGREEN HEALTH RX LLC,FERRY PHARMACY,TRADE_NAME_DBA,1
FULLER SMILES DENTAL LLC,ZENDENTISTRY,TRADE_NAME_DBA,1
"FANATICS HOLDINGS, INC",FANATICS,TRADE_NAME_DBA,1
SMILE LINE P.C,RIVERDALE DENTAL,TRADE_NAME_DBA,1
"NEUROLOGY AND EPILEPSY SPECIALISTS, PC","CHAVDA, JIANG NEUROLOGY AND EPILEPSY SPECIALISTS, PC",TRADE_NAME_DBA,1
SYSTEMS ENGINEERING TECHNOLOGIES CORPORATION,SYTECH,TRADE_NAME_DBA,1
"STEM XPERT, LLC",VERISFEDERAL,TRADE_NAME_DBA,1
"DISTRIBYTE, INC",INFERENCE.AI,TRADE_NAME_DBA,1
"CHILD AND FAMILY SERVICES OF EASTERN VA, INC",THE UP CENTER,TRADE_NAME_DBA,1
"BUZZBALLZ, LLC",DBA SOUTHERN CHAMPION,TRADE_NAME_DBA,1
"Y2K SERVICE, INC",NEXT HORIZON,TRADE_NAME_DBA,1
"FALCON ENGINEERING CO, L.L.C.",THE FALCON GROUP,TRADE_NAME_DBA,1
HANCOCK PHARMACY V LLC,HANCOCK PHARMACY V,TRADE_NAME_DBA,1
"REFLEXION, INC",DBA REFLEXION,TRADE_NAME_DBA,1
ARAMCO VENTURE MANAGEMENT CONSULTING CO LLC,PROSPERITY7,TRADE_NAME_DBA,1
"BUSINESS ENVIRONMENT SCIENTIFIC TECHNOLOGIES, INCORPORATED","BEST, INC",TRADE_NAME_DBA,1
"STEPS APPAREL GROUP, INC",SKIES ARE BLUE,TRADE_NAME_DBA,1
NATIONAL GRID ENGINEERING & SURVEY INC,NATIONAL GRID,TRADE_NAME_DBA,1
"PILOT TRAVEL CENTERS, LLC",PILOT FLYING J,TRADE_NAME_DBA,1
PHOENIX CONSULTING CORPORATION,SOLARA6,TRADE_NAME_DBA,1
DHARAM LALLY & SMITH LLC,DHARAM CONSULTING,TRADE_NAME_DBA,1
TIMEBACK INCORPORATED (DBA REFLEX ROBOTICS),REFLEX ROBOTICS,TRADE_NAME_DBA,1
"CARROLLTON ENTERPRISE SERVICES, LLC",LOOKFAR,TRADE_NAME_DBA,1
CHA YE LLC,CHAFOLIO,TRADE_NAME_DBA,1
"HOMEFED, LLC",HOMEFED CORPORATION,TRADE_NAME_DBA,1
HUMAN CAPITAL MANAGEMENT INSTITUTE LLC,LYTIQS,TRADE_NAME_DBA,1
SAITECH CORP,N / A,TRADE_NAME_DBA,1
DRV JOINT SEALANT CONTRACTORS LLC,DRV CONTRACTORS LLC,TRADE_NAME_DBA,1
DIGNITY HEALTH,ST. JOHN'S HOSPITAL CAMARILLO,TRADE_NAME_DBA,1
AUTOSYSTEMS AMERICA INC,D/B/A MAGNA LIGHTING NOVI,TRADE_NAME_DBA,1
UNIVERSITY OF NORTH TEXAS AT DALLAS,UNT DALLAS,TRADE_NAME_DBA,1
"BEYOND RADIX, LLC",BEYOND RADIX PHYSICAL THERAPY,TRADE_NAME_DBA,1
"UMPQUA COMMUNITY HEALTH CENTER, INC",AVIVA HEALTH,TRADE_NAME_DBA,1
"JORDAN MONTESSORI SCHOOL, LLC",LAKECREEK MONTESSORI INTERNATIONAL SCHOOL,TRADE_NAME_DBA,1
"INKITT, INC",INKITT,TRADE_NAME_DBA,1
THE CARDIOVASCULAR GROUP PC,VIRGINIA HEART,TRADE_NAME_DBA,1
SHARDA INC,MEGHANA JEWELERS,TRADE_NAME_DBA,1
"EXCELIZE SERVICES, INC",EXCELIZE,TRADE_NAME_DBA,1
"1 BETHESDA DRIVE OPERATING COMPANY, LLC",ELDERWOOD AT HORNELL,TRADE_NAME_DBA,1
"PEGS ,LLC",PEGS LLC,TRADE_NAME_DBA,1
BAKELITE CHEMICALS LLC,BAKELITE SYNTHETICS,TRADE_NAME_DBA,1
BENAKA GOURMET LLC,JALSA CATERING AND EVENTS,TRADE_NAME_DBA,1
AV PERIODONTICS PLLC,TETRAHEALTH DENTISTRY,TRADE_NAME_DBA,1
INTERNATIONAL INITIATIVE FOR IMPACT EVALUATION,D/B/A 3IE,TRADE_NAME_DBA,1
TRANSEXPRESS LOGISTICS LLC,TRANSEXPERESS,TRADE_NAME_DBA,1
"CYRIL OVUWORIE, M.D., P.C.","AMERICAN DIALYSIS CENTERS, LAS VEGAS",TRADE_NAME_DBA,1
"MARVEL ARCHITECTS, LANDSCAPE ARCHITECTS, URBAN DESIGNER PLLC",MARVEL ARCHITECTS,TRADE_NAME_DBA,1
STATE UNIVERSITY OF NEW YORK - PURCHASE COLLEGE,SUNY PURCHASE COLLEGE,TRADE_NAME_DBA,1
COOPERSTOWN MEDICAL CENTER,DAKOTA REGIONAL MEDICAL CENTER,TRADE_NAME_DBA,1
TRAVEL CONTENT LLC,REACHTV,TRADE_NAME_DBA,1
SOUTH LINCOLN HOSPITAL DISTRICT,SOUTH LINCOLN MEDICAL CENTER,TRADE_NAME_DBA,1
TRUPTISUDHIR PHARMACY CORP,SIRISHA PHARMACY,TRADE_NAME_DBA,1
CENTREVILLE DRUGS INC,EDWARDS PHARMACY,TRADE_NAME_DBA,1
"NC HEALTH AFFILIATES, LLC",BLUE CROSS BLUE SHIELD OF NORTH CAROLINA,TRADE_NAME_DBA,1
"SMART IT STAFFING, INC",ONEBRIDGE,TRADE_NAME_DBA,1
HIGH DESERT NEPHROLOGY ASSOCIATES,HIGH DESERT VASCULAR ACCESS CENTER,TRADE_NAME_DBA,1
"GLASS MANAGEMENT SERVICES, INC","U.S. ARCHITECTURAL GLASS AND METAL, INC",TRADE_NAME_DBA,1
"POSITRON AI, INC",POSITRON AI,TRADE_NAME_DBA,1
"HPR PARTNERS, LLC",HUNTER,TRADE_NAME_DBA,1
CONFIG CONSULTANTS LLC,DBA A5,TRADE_NAME_DBA,1
MBS SOURCE ETRADING INC,MBS MARKETPLACE,TRADE_NAME_DBA,1
EYELINKMEDIA USA INC,HOPPY,TRADE_NAME_DBA,1
DURRANI TOTAL CAR CARE LLC,AAMCO TRANSMISSIONS AND TOTAL CAR CARE,TRADE_NAME_DBA,1
"QHR HEALTH, LLC",OVATION HEALTHCARE,TRADE_NAME_DBA,1
QUALITY METAL SUPPLY LLC,CARDINAL STEEL SUPPLY & FENSTER STEEL,TRADE_NAME_DBA,1
"AQUA LOTUS HOLDINGS, LLC",PETRICHOR WINDOWS AND SYSTEMS,TRADE_NAME_DBA,1
"MEDHOK, INC",DBA MHK,TRADE_NAME_DBA,1
THE NEBRASKA MEDICAL CENTER,"NEBRASKA MEDICINE, CLARKSON FAMILY MEDICINE",TRADE_NAME_DBA,1
"AMETEK AMERON, LLC",C/O AMETEK AEROSPACE & DEFENSE INC,TRADE_NAME_DBA,1
MILLER HIRKO MANAGEMENT LLC,CORRIDOR FUNDING,TRADE_NAME_DBA,1
"COMPASSX GROUP, INC D/B/A COMPASSX CONSULTING",COMPASSX CONSULTING,TRADE_NAME_DBA,1
SOTERIA REINSURANCE HOLDINGS LLC D/B/A FIDELITY INVESTMENTS,FIDELITY INVESTMENTS,TRADE_NAME_DBA,1
TIDAL INVESTMENTS LLC,TIDAL FINANCIAL GROUP,TRADE_NAME_DBA,1
P3 HEALTH GROUP HOLDINGS LLC,P3 HEALTH PARTNERS,TRADE_NAME_DBA,1
AMERICAN CRICKET ENTERPRISES LLC,MAJOR LEAGUE CRICKET,TRADE_NAME_DBA,1
ASTATINE CAPITAL PARTNERS LLC,ASTATINE INVESTMENT PARTNERS,TRADE_NAME_DBA,1
"NEWSTART MEDICAL GROUP, INC",BLUE STONE HEALTH AND WELLNESS,TRADE_NAME_DBA,1
"STARLITE HEALTH, LLC",STARLITE ADULT DAY HEALTH CARE CENTER,TRADE_NAME_DBA,1
"THOMAS OSLUND AND ASSOCIATES, INC",O2 DESIGN,TRADE_NAME_DBA,1
RKC CONSTRUCTION INC,CA JAMES,TRADE_NAME_DBA,1
ZDZ DENTAL PLLC,CARE SMILE DENTAL MARLBOROUGH,TRADE_NAME_DBA,1
GREATER SIOUX COMMUNITY HEALTH CENTER INC,PROMISE COMMUNITY HEALTH CENTER,TRADE_NAME_DBA,1
TECHDATA SERVICE COMPANY LLC,TECHDATA SERVICE CO,TRADE_NAME_DBA,1
INDIAA UNBOUND LLC,GO BUNDLED,TRADE_NAME_DBA,1
UNIV OF WI SYSTEM / PLATTEVILLE,C/O INTERNATIONAL FACULTY AND STAFF SERVICES,TRADE_NAME_DBA,1
MUSLIM EDUCATION CENTER,INTELLICOR INTERNATIONAL ACADEMY,TRADE_NAME_DBA,1
NATHANIEL CHAN DMD PC,ADVANCED DENTAL ARTS,TRADE_NAME_DBA,1
HG (US) INC,HGCAPITAL,TRADE_NAME_DBA,1
TALENT & ACQUISITION LLC DBA STAND8,STAND 8,TRADE_NAME_DBA,1
"KAFENE, INC",KAFENE,TRADE_NAME_DBA,1
STATE OF ARKANSAS - ADMINISTRATIVE OFFICE OF THE COURTS,OFFICE OF RESEARCH AND JUSTICE STATISTICS,TRADE_NAME_DBA,1
GENERACION FLORECIENTE,DBA ESPERANZA ELEMENTARY,TRADE_NAME_DBA,1
LUCY WEBB HAYES NATIONAL TRAINING SCHOOL FOR DEACONESSES AND MISSIONARIES,SIBLEY MEMORIAL HOSPITAL,TRADE_NAME_DBA,1
"LATINO COUNSELING CENTER, INC",LATINO COUNSELING CENTER,TRADE_NAME_DBA,1
"MT. BAKER NEPHROLOGY ASSOCIATES, INC, P.S.",MOUNT BAKER NEPHROLOGY ASSOCIATES,TRADE_NAME_DBA,1
"MORRISON EDUCATION GROUP, INC",SUN VALLEY ACADEMY,TRADE_NAME_DBA,1
FIRST CONGREGATIONAL CHURCH OF LOS ANGELES,PILGRIM SCHOOL,TRADE_NAME_DBA,1
AMERICAN WIRE GROUP LLC,DBA AWG,TRADE_NAME_DBA,1
THETAWORKS CORPORATION,THETAWORKS ACADEMY,TRADE_NAME_DBA,1
"AAVEC, LLC",ANNE ARUNDEL VETERINARY EMERGENCY CLINIC,TRADE_NAME_DBA,1
ANIMAL HEALTHCARE CENTER INC,ANIMAL HEALTH CENTER,TRADE_NAME_DBA,1
THE MUSEUM FOR AFRICAN ART,THE AFRICA CENTER,TRADE_NAME_DBA,1
THE CALIFORNIA MEDICAL INNOVATIONS INSTITUTE INC,CALMI2,TRADE_NAME_DBA,1
"AMERICAN CRAFT BEER, LLC",DEPARTED SOLES BREWING COMPANY,TRADE_NAME_DBA,1
"ROCKWELL ARCHITECTURE, PLANNING AND DESIGN, P.C.",ROCKWELL GROUP,TRADE_NAME_DBA,1
VELOCITY LABS INC DBA NUMERIC,NUMERIC,TRADE_NAME_DBA,1
"HYPNOTIC DRINKS, LLC",HYPNOTIC BAR,TRADE_NAME_DBA,1
"THERAS, INC","BRIDGEBIO ONCOLOGY THERAPEUTICS, INC",TRADE_NAME_DBA,1
"INTERNAL MEDICINE OF MORRIS COUNTY, LLC",SAINT CLARE'S HEALTH MEDICAL GROUP,TRADE_NAME_DBA,1
UNITED TELECOM USA INC,YOUR WIRELESS MANAGEMENT LLC,TRADE_NAME_DBA,1
"CREDITNINJA LENDING, LLC",CREDITNINJA,TRADE_NAME_DBA,1
"GENENTECH, INC",BIOTECHNOLOGY COMPANY,TRADE_NAME_DBA,1
ARDENT LABS INC,COMULATE,TRADE_NAME_DBA,1
CENTRAL DISTRO INC,VAPE CENTRAL WHOLESALE,TRADE_NAME_DBA,1
SINGULARITY DATA LIMITED,RISINGWAVE LABS,TRADE_NAME_DBA,1
CARMASS MOTORS CORP,CARMART,TRADE_NAME_DBA,1
AEROSPACE LIGHTING CORPORATION,D/B/A COLLINS AEROSPACE,TRADE_NAME_DBA,1
MESH,"MESH SOFTWARE, INC",TRADE_NAME_DBA,1
"RAVENNA SOFTWARE, INC",RAVENNAHQ,TRADE_NAME_DBA,1
"TIS INTERNATIONAL (USA), INC",INFINIX HEALTHCARE,TRADE_NAME_DBA,1
"XPEDITE TECHNOLOGIES, INC",N / A,TRADE_NAME_DBA,1
I3 ACADEMY,FKA WOODLAWN COMM. CHARTER SCHOOL,TRADE_NAME_DBA,1
ASCEND PARTNERS TOPCO LP,"TSS ADVISORS, LLC",TRADE_NAME_DBA,1
"HOUSTON NFL HOLDINGS, L.P.",HOUSTON TEXANS,TRADE_NAME_DBA,1
"NEW SPRINGS, INC",NEW SPRINGS SCHOOLS,TRADE_NAME_DBA,1
Y2 HOLDING LLC,CRAFTS ZONE,TRADE_NAME_DBA,1
"GERALD MCDONNELL & ASSOCIATES, P.C.",GMA ARCHITECTS,TRADE_NAME_DBA,1
JEWEL EXIM,KMG HOTELS LLC,TRADE_NAME_DBA,1
MISS TANG INC,MOLI RESTAURANT,TRADE_NAME_DBA,1
"THE ADDICTION CENTER OF BROOME COUNTY, INC",THE CENTER FOR ADDICTION AND TRAUMA RECOVERY,TRADE_NAME_DBA,1
FRANCO PHARMACY CORP,FRANK'S PHARMACY,TRADE_NAME_DBA,1
LTI HOLDINGS INC,BOYD CORPORATION,TRADE_NAME_DBA,1
MICROWAVE TECHNOLOGY INCORPORATED,MICROWAVE TECHNOLOGY INC,TRADE_NAME_DBA,1
SANDRA R. CALDERARO P.A,CALDERARO LAW GROUP,TRADE_NAME_DBA,1
"DEEPCONVO, INC",TELLING.AI,TRADE_NAME_DBA,1
SRI TECHNOLOGIES INC,INFITREX,TRADE_NAME_DBA,1
BIG-D PACIFIC BUILDERS L.P.,BIG-D CONSTRUCTION,TRADE_NAME_DBA,1
MERCED COMMUNITY COLLEGE DISTRICT,MERCED COLLEGE,TRADE_NAME_DBA,1
STATE OF ARIZONA,DEPARTMENT OF ENVIRONMENTAL QUALITY,TRADE_NAME_DBA,1
PAKRAVAN DENTAL CORPORATION,WEST COAST DENTAL,TRADE_NAME_DBA,1
RAM LAXMI LLC,SPARK BY HILTON,TRADE_NAME_DBA,1
ICON DESIGNERS LLC,ICON CONSULTING SERVICES,TRADE_NAME_DBA,1
HIGHLAND HEALTH PROVIDERS CORP,HIGHLAND HEALTH PROVIDERS,TRADE_NAME_DBA,1
WECARE HEALTH LLC,NEW START CBAS,TRADE_NAME_DBA,1
Z3 HOLDINGS LLC,RISE DDS,TRADE_NAME_DBA,1
PARADISE VAPE LLC,SAMS PARADISE VAPE,TRADE_NAME_DBA,1
CAPELLA SOFTWARE LLC,CAPELLA SOLUTIONS,TRADE_NAME_DBA,1
"T & Z GROUP, INC",DISTRICT KITCHEN,TRADE_NAME_DBA,1
MATES GLOBAL LTD,HUDSON YARDS TAVERN,TRADE_NAME_DBA,1
"TALL WALL ROBOTICS, INCORPORATED",BUILDING DIAGNOSTICS ROBOTICS,TRADE_NAME_DBA,1
SKF INTERNATIONAL INC,ARGENTO VIVO,TRADE_NAME_DBA,1
"INFETEK, LLC",INFETEK,TRADE_NAME_DBA,1
"TORTUGA TECHNOLOGY PARTNERS, LLC",TORTUGA GROWTH PARTNERS,TRADE_NAME_DBA,1
MYPROMOVERS LLC,MY PRO MOVERS & STORAGE,TRADE_NAME_DBA,1
INTERNATIONAL PROJECTS CONSULTANCY SERVICES (IPCS) INC,IPCS INC,TRADE_NAME_DBA,1
FOX REHABILITATION SERVICES PT MO LLC,FOX REHABILITATION,TRADE_NAME_DBA,1
METRIC THEORY LLC,.MONKS,TRADE_NAME_DBA,1
MYTEE LLC,MYTEE PRODUCTS,TRADE_NAME_DBA,1
"SC JENSEN CORPORATION, INC",INTELLISCHOOL,TRADE_NAME_DBA,1
ISB HOLDING COMPANY LLC,BLAKELY CHEVROLET GMC,TRADE_NAME_DBA,1
"DEAR AI, INC",SHIPFLOW,TRADE_NAME_DBA,1
UNIQUE WHOLESALE LLC,UNIQUE WHOLESALE,TRADE_NAME_DBA,1
7340 LLC,BOTTLED BLONDE,TRADE_NAME_DBA,1
ALEXA GOLD LLC,NEVADA REALTY EXPERTS,TRADE_NAME_DBA,1
"HR CLOUD, INC",N/A - NONE,TRADE_NAME_DBA,1
COBB MECHANICAL CONTRACTORS,-----,TRADE_NAME_DBA,1
FOUNTANE INC,FOUNTANE,TRADE_NAME_DBA,1
304 CAMBRIDGE DC LLC,LAUNCH & LEARN EDUCARE CENTER,TRADE_NAME_DBA,1
"BRITTANY RUSS CLINICAL SOCIAL WORK AND THERAPY SERVICES, LLC",BRAVE HOPE COUNSELING,TRADE_NAME_DBA,1
"QUANTUM EMERGENCY PHYSICIANS, P.A.","QUANTUM HOSPITALIST PHYSICIANS, P.A.",TRADE_NAME_DBA,1
HOSPITAL AUTHORITY OF JEFFERSON COUNTY AND THE CITY OF LOUISVILLE,JEFFERSON HOSPITAL,TRADE_NAME_DBA,1
"PIONEER PLASTICS, INC","PIONEER MOLDING, INC",TRADE_NAME_DBA,1
COE DENTISTRY PLLC,COPPELL PEDIATRIC DENTISTRY,TRADE_NAME_DBA,1
EVEREST SOLAR INC,EVEREST SOLAR,TRADE_NAME_DBA,1
INSIGHT STRATEGY LLC,RA INSIGHT STRATEGY LLC,TRADE_NAME_DBA,1
ALMAT URBAN LLC,AU DEVELOPMENT,TRADE_NAME_DBA,1
"WAGON WHEEL TITLE AND ESCROW, LLC","WAGON WHEEL TITLE, REFINANCE TITLE AND ESCROW, REFI TITLE",TRADE_NAME_DBA,1
RSP PHARMACY CORP,NEW CANAAN PHARMACY,TRADE_NAME_DBA,1
M-I LLC,M-I SWACO,TRADE_NAME_DBA,1
INTERNATIONAL PADMAVATI GEMS INC,NV JEWELLERS,TRADE_NAME_DBA,1
TRIPLEH INC,7-ELEVEN,TRADE_NAME_DBA,1
QTL,Q-TRAN,TRADE_NAME_DBA,1
123 PHARMACY INC,WE CARE PHARMACY,TRADE_NAME_DBA,1
AMBER GREEN CORPORATION,ABBY'S AIRCRAFT CATERING SERVICE,TRADE_NAME_DBA,1
"SAXECAP, INC",SAXECAP,TRADE_NAME_DBA,1
NOVA ENTERPRISES,NOVA DRIVING SCHOOL,TRADE_NAME_DBA,1
"HIS BLESSING, INC",ROSWELL FOOD MART,TRADE_NAME_DBA,1
"NEW YORK MEDICAL SUPPORT CAREER TRAINING CENTER, INC",NEW YORK MEDICAL CAREER TRAINING CENTER,TRADE_NAME_DBA,1
TPD TEXAS LLC,PRIME DEVELOPER,TRADE_NAME_DBA,1
YT RESOLUTION SERVICES LLC,NOT APPLICABLE,TRADE_NAME_DBA,1
KEBABS & KURRIES 999 LLC,KEBABS & KURRIES BY DHABA,TRADE_NAME_DBA,1
EXACT BENEFITS GROUP LLC,EXACT MEDICARE,TRADE_NAME_DBA,1
"QBIGS, INC",SEEDEVICE,TRADE_NAME_DBA,1
HT IMPORTS LLC,GLOBAL WHOLESALE,TRADE_NAME_DBA,1
"HIGHCAMP COMPLIANCE, LLC",HIGHCAMP COMPLIANCE,TRADE_NAME_DBA,1
"LUCIA PEREZ TROISI, DMD, PLLC",TROISI DENTISTRY,TRADE_NAME_DBA,1
STRYDE CONSULTING LLC,STRYDE RESEARCH LLC,TRADE_NAME_DBA,1
BRANDCHEF GROUP LLC,DBA MTR,TRADE_NAME_DBA,1
"DENTAL PLANET, LLC",SIGNATURE SMILE DENTAL SPA,TRADE_NAME_DBA,1
"THE TIMOTHY INITIATIVE, INC","TTI, INC",TRADE_NAME_DBA,1
DORTMUND INC,DBA MASH ATM'S,TRADE_NAME_DBA,1
IYKYK NYC LLC,IYKYKNOW AI,TRADE_NAME_DBA,1
V-OUTSOURCING LLC,V-OUTSOURCING,TRADE_NAME_DBA,1
"PPL HEALTHCARE, LLC",PIRAMAL PHARMA SOLUTIONS,TRADE_NAME_DBA,1
QUOTEZILLA LLC,MAGNITUDE DIGITAL,TRADE_NAME_DBA,1
MINTEX N TECH INC,CHOICE ONE HOME CARE,TRADE_NAME_DBA,1
LAKE OF THE WOODS OPERATING COMPANY LLC,LAKE OF THE WOODS & GREENWOODS CAMP,TRADE_NAME_DBA,1
"CDHL STAFFING, LLC","CDHL SERVICES, LLC",TRADE_NAME_DBA,1
THE EPOCH TIMES MEDIA GROUP LOS ANGELES,THE EPOCH TIMES LOS ANGELES,TRADE_NAME_DBA,1
LAZEEZ BISTRO 999 LLC,LAZEEZ BISTRO BY DHABA,TRADE_NAME_DBA,1
"OAKWOOD PRODUCTS, INC",OAKWOOD CHEMICAL,TRADE_NAME_DBA,1
SSI (U.S) INC,SPENCER STUART,TRADE_NAME_DBA,1
ALVA HOSPITAL AUTHORITY,SHARE MEDICAL CENTER,TRADE_NAME_DBA,1
KEY CLOUD PARTNERS CORP,KEY CLOUD PARTNERS,TRADE_NAME_DBA,1
"DIAGNOSTIC LABORATORY SERVICES, INC",DIAGNOSTIC LABORATORY SERVICES,TRADE_NAME_DBA,1
AYC GROUP US LLC,AYUDA CENTER,TRADE_NAME_DBA,1
"O&H DANISH BAKERY, INC",O&H DANISH BAKERY,TRADE_NAME_DBA,1
MICHAELS ORGANIZATION LLC,THE MICHAELS ORGANIZATION,TRADE_NAME_DBA,1
"ASSET BUILDERS, LLC",MESSAM CONSTRUCTION,TRADE_NAME_DBA,1
DIGMED LLC,D/B/A WHITE64,TRADE_NAME_DBA,1
PLEASANT LAKE MEDICAL CENTER LLC,PLEASANT LAKE MEDICAL,TRADE_NAME_DBA,1
"R.C. TWAY COMPANY, LLC",KENTUCKY TRAILER,TRADE_NAME_DBA,1
VIJ ENTERPRISES LLC,MASALA INDIAN CUISINE,TRADE_NAME_DBA,1
HEIFER PROJECT INTERNATIONAL,HEIFER INTERNATIONAL,TRADE_NAME_DBA,1
PETERSON ASBESTOS CLAIMS ENTERPRISE LLC,DBA PACE CLAIMS SERVICES LLC,TRADE_NAME_DBA,1
"CLINICAL AL, INC",CLINICAL AI,TRADE_NAME_DBA,1
ROULETTECH INC,"KANGACOOK, KANGACODE",TRADE_NAME_DBA,1
"ASHOK.G, LLC",MONARCH JEWELS,TRADE_NAME_DBA,1
"HSM ENTERPRISES, INC",UTILITY REFRIGERATOR,TRADE_NAME_DBA,1
APRICOT TECH LLC,APRICOT TECHNOLOGIES LLC,TRADE_NAME_DBA,1
PROMEDICA NORTHWEST OHIO CARDIOLOGY CONSULTANTS,PROMEDICA PHYSICIANS CARDIOLOGY,TRADE_NAME_DBA,1
OAKLAND DIGITAL ARTS AND LITERACY CENTER INC,BRIDGEGOOD,TRADE_NAME_DBA,1
INFINITY MANAGEMENT LLC,INFINITY GLOBAL,TRADE_NAME_DBA,1
BOLD&GRIT LLC,BOLD&GRIT,TRADE_NAME_DBA,1
"AMIT MAHESH PATEL, DDS, MSD, PLLC",ROOT PERIODONTAL & IMPLANT CENTERS,TRADE_NAME_DBA,1
RENATA LLC,RENATA BRANDING GROUP,TRADE_NAME_DBA,1
DHABA 999 LLC,DHABA EXPRESS,TRADE_NAME_DBA,1
"TG MEDICAL USA, INC",TOP GLOVE,TRADE_NAME_DBA,1
"NORTHWEST EYE SPECIALISTS, PLLC",ORACLE EYE PHYSICIANS AND SURGEONS,TRADE_NAME_DBA,1
GO COMPANY USA,GO DESTINATION SERVICES,TRADE_NAME_DBA,1
BAMBU SYSTEMS LLC,MYBAMBU,TRADE_NAME_DBA,1
"PANUM TELECOM, L.L.C.","PANUM GROUP, LLC",TRADE_NAME_DBA,1
CYBERBRIDGE LLC,CYBERBRIDGE GLOBAL LLC,TRADE_NAME_DBA,1
"R. LAWRENCE KIRKEGAARD & ASSOCIATES, INC",KIRKEGAARD,TRADE_NAME_DBA,1
AMERICAN INSTITUTE OF HEALTHCARE AND TECHNOLOGY LLC,AIHT EDUCATION,TRADE_NAME_DBA,1
SAFAVIEH GROUP LLC,NASSAU,TRADE_NAME_DBA,1
"SEYFRIED VICARIO, P.C.",LAW OFFICE OF BRIAN A. SEYFRIED,TRADE_NAME_DBA,1
"VITABEST NUTRITION, INC",VIT-BEST NUTRITION,TRADE_NAME_DBA,1
"GRASS ROOTS DEVELOPMENT, INC",24:14 WORLD,TRADE_NAME_DBA,1
DIGNITY HEALTH,MERCY MEDICAL CENTER MERCED,TRADE_NAME_DBA,1
BCE INC,BAYASI ENGINEERING,TRADE_NAME_DBA,1
NATIONAL FOUNDATION FOR THE CENTERS FOR DISEASE CONTROL AND PREVENTION,CDC FOUNDATION,TRADE_NAME_DBA,1
"SIMPLE FINANCIAL, LLC",FULL FLEX MARKETING,TRADE_NAME_DBA,1
"ZIMA INTERNATIONAL, INC DBA DANDY",DANDY,TRADE_NAME_DBA,1
S&B LABS INC,CIRCUIT SECURITY,TRADE_NAME_DBA,1
GLOBAL MANAGEMENT CORPORATION,CLARION POINTE GREENSBORO,TRADE_NAME_DBA,1
MARKZ HOSPITALITY INC,INDIAN ACCENT,TRADE_NAME_DBA,1
STB QUARTERS LLC,TASTY FOODS USA,TRADE_NAME_DBA,1
"NAVIANT HOLDINGS, LLC","NAVIANT, LLC",TRADE_NAME_DBA,1
"POINT IN TIME PRODUCTIONS, INC",POINT IN TIME PRODUCTIONS,TRADE_NAME_DBA,1
INFINITE MASS INC,DBA ADD3,TRADE_NAME_DBA,1
KAYPEE LLC,KAY PEE JEWELERS,TRADE_NAME_DBA,1
"VIRGIN HOTELS NORTH AMERICA, LLC","VIRGIN HOTELS, LLC",TRADE_NAME_DBA,1
"NEOOLIFE, INC",NEOOLIFE US,TRADE_NAME_DBA,1
CMCH ELEMENTARY INC,CHAYA MUSHKA CHILDREN'S HOUSE,TRADE_NAME_DBA,1
SELECT INC,SELECT TECHNOLOGY INC,TRADE_NAME_DBA,1
HOSTWAY CORPORATION,NETNATION,TRADE_NAME_DBA,1
RESIDENTIAL ACOUSTICS LLC,COMMERCIAL ACOUSTICS,TRADE_NAME_DBA,1
SONUS SOFTWARE SOLUTIONS INC,"SONUS SOFTWARE SOLUTIONS INC,",TRADE_NAME_DBA,1
ACROSS PARTNER US LLC,AIRCROSS IT,TRADE_NAME_DBA,1
WINDSOR HOSPITAL CORPORATION,MT. ASCUTNEY HOSPITAL AND HEALTH CENTER,TRADE_NAME_DBA,1
"DUNLOP PROTECTIVE FOOTWEAR USA, LLC",DUNLOP PROTECTIVE FOOTWEAR,TRADE_NAME_DBA,1
"FIELDERA, INC",FIELDERA,TRADE_NAME_DBA,1
"TEKCARD, INC",TEKCARD PAYMENTS,TRADE_NAME_DBA,1
EDO AMERICA INC,EDO PERFORMANCE,TRADE_NAME_DBA,1
"KENYERI CONSULTING, LLC",KENYERI ENGINEERING & MANUFACTURING,TRADE_NAME_DBA,1
BEANSTOX INC,BEANSTOX,TRADE_NAME_DBA,1
"JK IT SERVICES, LLC","SYNTAX IT SOLUTIONS, LLC",TRADE_NAME_DBA,1
GETCARGO INC,CARGO,TRADE_NAME_DBA,1
NICE GLOBAL SOLUTIONS INC,TASTE OF BHARATH,TRADE_NAME_DBA,1
